label,comment,nonsw
2.0,tớ thích cậu ấy cũng được năm òi nhma tớ là con gái cậu ấy cũng vậy tớ bic cậu ấy thích con trai chứ nhma tớ vẫn cứ thích nghe hơi buồn cười nhỉ tớ bic tất cả trang mạng xã hội của cậu ấy nhưng khong dám kết bạn bic ht tất cả người yêu cũ và crush của cậu ấy trong năm nay mỗi lần thấy cậu ấy khóc tớ đau lắm nhma không làm gì được vẫn phải cười với trò đùa của những đứa bạn tình yeuu của tớ có lớn đến đâu thì cũng vậy thoi vì tớ với cậu ấy không bgio có thể thành đôii,thích òi nhma gái bic thích trai nhma thích hơi buồn cười bic trang mạng xã hội khong dám kết bic ht yêu cũ crush khóc đau lắm nhma cười trò đùa đứa tình yeuu thoi bgio thành đôii
2.0,chẳng còn ai dặn tôi mặc ấm khi trời lạnh,chẳng dặn mặc ấm trời lạnh
2.0,câu chuyện của bạn sứa ấy i chang tớ luôn bạn nam mà cậu ấy nói hệt như người mà tớ thương nhưng mà tình yêu của tở dành cho cậu ấy không phải năm mà tới tận bây giờ ngót nghét năm rồi nhỉ tớ vẫn yêu cậu ấy như ngày đầu,câu sứa i chang nam hệt thương tình yêu tở tận ngót nghét yêu đầu
2.0,mỗi lần tết đến càng nhớ người thân đã ra đi,tết thân đi
2.0,những đêm dài thao thức chỉ mong trời sáng để thôi nghĩ ngợi,đêm thao thức mong trời ngợi
2.0,toii cho hàn nhìn trẻ con triều sắp chết đói không đành lòng lại phải tuồn lương thực qua ủn đang dọa nổ hạt nhân cho hàn chết sạch đó,toii hàn trẻ triều chết đói đành tuồn lương thực ủn dọa nổ hạt nhân hàn chết sạch
2.0,hubt sinh viên như quằn què đa số còn giảng viên thì ngược lại,hubt sinh viên quằn què đa giảng viên ngược
2.0,năm nay không còn người cùng đón giao thừa,đón giao thừa
2.0,anh rể tôi trước đây đang nắm ngủ trưa anh cũng bị co giặt gồng người lên trong tầm vài giây thôi sau đó năm anh ấy tuổi anh đang đi làm thì bị cảm người dân đưa anh vào trong nhà rồi anh ấy kg biết gì nữa mọi người báo cho gia đình mình đưa anh lên bệnh viện bạch mai và anh bất tỉnh kg biết gì tuần sau anh tỉnh dậy chị gái mình bấu véo vào chân và tay bên phải anh kg biết đau thì anh đã bị liệt nửa người gia đình mình chạy chữa cho anh mất rất nhiều tiền và tập cho anh cử động chân tay và tập đi sau mấy tháng xuất viện về nhà chịu khó tập thì anh đi lại được nhưng chân và tay phải của anh yếu anh chỉ ở nhà làm phụ việc nhà thôi bởi vậy bạn trai bị gồng người phải chú ý kiểm tra sức khỏe,rể nắm ngủ trưa co giặt gồng tầm giây đi cảm dân kg báo gia đình bệnh viện bạch mai bất tỉnh kg tuần tỉnh dậy gái bấu véo chân kg đau liệt nửa gia đình chạy chữa mất tiền tập cử động chân tập đi mấy xuất viện tập đi chân yếu phụ trai gồng kiểm tra sức khỏe
2.0,căn phòng trọ không đủ chỗ cho nỗi nhớ,phòng trọ chỗ nỗi
2.0,zãi không nhớ lại quy tắc mà chạy lúc đứng ở cửa cứ đứng đấy như muốn chớt ấy xem tức,zãi quy tắc chạy đứng cửa đứng đấy chớt tức
2.0,bạn thân qua đời trong tai nạn khiến tôi mất phương hướng,thân đời tai nạn mất phương hướng
2.0,tên lửa đạn đạo của nga quá chính xác và nguy hiểm,lửa đạn đạo nga xác nguy hiểm
2.0,tôi không nhớ lần cuối mình cười là khi nào,cười
2.0,ngày hôm nay thật tồi tệ mệt mỏi áp lực,hôm tồi tệ mệt mỏi áp lực
2.0,tội thằng bé quá nam mô anh di đà phật,tội thằng bé nam mô di đà phật
2.0,mỗi lần đi ngang nghĩa trang tim lại nhói đau,đi ngang nghĩa trang tim nhói đau
2.0,tôi bị tổn thương bởi lời nói gia đình,tổn thương gia đình
2.0,vì xốc vì con gái mất cha của cô ấy cũng đi theo con gái mình vậy ai là người đã viết bài này chính là người yêu của cô ấy,xốc gái mất đi gái viết yêu
2.0,đau quá tại sao tôi biết hết tất cả rồi nhưng vẫn đau lòng đến vậy vẫn cố chấp đến vậy bên nhau năm tại sao mất tận năm mới nói được câu rồi để biết được cậu có người yêu rồiwwwwwhhhhhhhhhhhyyyyyyyyyyyyy,đau đau cố chấp mất tận câu yêu rồiwwwwwhhhhhhhhhhhyyyyyyyyyyyyy
2.0,tôi không bao giờ ung hộ đánh ghen muốn đánh ghen thì về nhà tự giải quyết với chồng mình hoặc li dị chồng mình có lỗi không lo sử việc gia đình giải quyết tận gốc chính là chồng mình,ung hộ đánh ghen đánh ghen giải quyết chồng li dị chồng lỗi lo sử gia đình giải quyết tận gốc chồng
2.0,o có ai chết thất vọng ghê,o chết thất vọng ghê
2.0,lúc khi tôi đang học đại học thì trường tôi bị ngập lụt cuối cùng là tôi phải lấy cano của tôi ra cuối cùng là tôi đã rủ bạn bè và bạn bè của tôi thì nhấn vào phần đuôi của canô còn tôi thì lái lúc đó là vui vẻ lắm tiếng cười luôn lúc đó là giờ ra chơi tao đang học từ trên cuối cùng lúc đó vui lắm nhưng mà thời gian trôi nhanh thật tôi đang ở trường học đấy và học cùng tôi rồi cuối cùng là đã có hai,học đại học trường ngập lụt cano rủ bè bè nhấn đuôi canô lái vui vẻ lắm tiếng cười tao học vui lắm trôi trường học đấy học hai
2.0,tôi nhớ ngày người đó nằm trong quan tài,nằm quan tài
2.0,càng lớn càng thấy thời gian bên cha mẹ ít lại,mẹ
2.0,đang thất tình thì gặp ngay video của anh,thất tình video
2.0,quá hay bạn ơi giờ mình đau khổ muốn tự giân,hay đau khổ giân
2.0,em nhớ hồi nhỏ quá khi mà mưa không đi học được em nghĩ nghĩ học một bữa rồi bà ngoại nhéo tai em rồi em phải đi học giờ nhớ quá,hồi mưa đi học học bữa ngoại nhéo tai đi học
2.0,thành phố không có mùi rơm rạ không có mùa lúa trổ đòng,thành phố mùi rơm rạ mùa lúa trổ đòng
2.0,kẻ nào cũng thế khi sống đạp lên trên tất cả dẫm đập lên người dân đau khổ khi lĩnh án thì kể nể công lao kể hoàn cảnh không nghe kẻ bất lương sám hối,kẻ sống đạp dẫm đập dân đau khổ lĩnh án nể công lao hoàn cảnh kẻ bất lương sám hối
2.0,chỉ sợ bắc về rồi đánh thương công an hay đánh người,sợ bắc đánh thương công an hay đánh
2.0,mỗi lần đi qua nơi cũ tim tôi lại nhói lên,đi cũ tim nhói
2.0,mình bị năm rồi,mình bị năm rồi
2.0,chè đã nát rồi mà con lục đục trước mùa giải liệu mùa sau chè xanh có lọt nổi top,chè nát lục đục mùa giải liệu mùa chè xanh lọt nổi top
2.0,tôi và người ấy đã quen nhau gần thag tr nổi buồn còn nhiều hơn niềm vui,quen thag tr nổi buồn niềm vui
2.0,tháng này của t như đb,t đb
2.0,nămlời từ chối,nămlời chối
2.0,gia đình biến thái,gia đình biến thái
2.0,nato đang lo sốt vó nơi tập trung binh lực hùng hậu nhất bị tấn công tin mới,nato lo sốt vó binh lực hùng hậu công
2.0,còn nhiều thứ cần ta gia đình con cái còn cả cuộc sống này cầu mộng ai rơi vào nghịch cảnh hãy cố gắng là ổn hết thôi,ta gia đình sống cầu mộng rơi nghịch cảnh cố gắng ổn
2.0,real giờ đâu còn cầu thủ nào có thể gánh team khi cần thiết nữa cái thời còn cả dàn sao nhưng cũng phải cần một cầu thủ bị coi là đồ bỏ như bale để cứu nguy thì bây giờ chẳng thấy ai đủ khả năng,real cầu thủ gánh team thiết thời dàn sao cầu thủ coi đồ bale cứu nguy chẳng khả năng
2.0,xem cái này buồn nôn quá,buồn nôn
2.0,mình vừa bị lừa tiền không phải lần mà hẵn lần mình cảm thấy thất vọng và sợ hãi về con người tuy số tiền không lớn nhưng bản thân mình đã tự trách sao mình lại dễ tin người thế nhỉ,lừa tiền hẵn thất vọng sợ hãi tiền trách sao
2.0,love vy,love vy
2.0,nhiều đêm đói bụng nhưng lười ăn vì sợ tốn gói mì cuối cùng,đêm đói bụng lười sợ tốn gói mì
2.0,hi admin nhe fan mới nè nhìn thấy admin ra cái là bay vào xem lun í,hi admin nhe fan nè admin bay lun í
2.0,thấy tóc cha bạc nhiều quá rồi,tóc bạc
2.0,lương tháng đầu đi thực tập không đủ ăn nhưng vẫn hạnh phúc vì được học hỏi,lương đầu đi thực tập hạnh phúc học
2.0,real sẽ thắng,real thắng
2.0,học ngành này không phải điều mình muốn,học ngành
2.0,trường nhà cháu có bạn lớp d bị rơi từ lầu xuống tên là toàn,trường cháu lớp d rơi lầu toàn
2.0,mghe hay lắm cuộc đời mình giờ đang bế tắc về tình cảm và kinh tế nhưng nghe được video này mình cảm thấy như được thoát ra được một phần nào đó cảm ơn kênh nhiều lắm chúc kênh phát triển để đem đến cho người có niềm tin để sống,mghe hay lắm đời bế tắc tình cảm kinh tế video thoát cảm ơn kênh lắm chúc kênh phát triển đem niềm sống
2.0,sợ thiệt,sợ thiệt
2.0,ngạc nhiên hiệu trưởng việt nam cho đặt tượng chúa trên đỉnh trường đại học sang tháng sau nó cho đặt tượng hồ chí minh bên cạnh ngạc nhiên hơn nữa,ngạc nhiên hiệu trưởng việt nam tượng chúa đỉnh trường đại học tượng hồ chí minh ngạc nhiên
2.0,mình năm nay tuổi cũng tiểu ngày trên l cứ ăn uống gì có nước là p p mắc tiểu luôn nhịn là như buồng tiểu như sắp vỡ đi khám thì bảo tất cả bình thường ảnh hưởng đến cuộc sống đi đâu đi tiệc với bạn bè ăn uống tí là đi vệ sinh rất là ngại,tiểu l uống p p mắc tiểu nhịn buồng tiểu vỡ đi khám bảo bình ảnh hưởng sống đi đi tiệc bè uống tí đi vệ sinh ngại
2.0,mong phát sóng chương trình thực khách vui vẻ mùa và nhiều mùa khác hơn nữa,mong phát sóng chương trình thực vui vẻ mùa mùa
2.0,tôi nhớ nụ cười người đã khuất nhớ từng cử chỉ,nụ cười khuất cử
2.0,bắc hàn có gì để gọi là thành công thời kim,bắc hàn gọi thành công thời kim
2.0,từng nghĩ chúng tôi sẽ bên nhau mãi mãi giờ chỉ còn kỷ niệm,mãi mãi kỷ niệm
2.0,điểm là bằng điểm mà không phải là điểm vì kết quả con đúng không có sai không có gian lận mà,kết sai gian lận
2.0,mấy năm rồi chưa được ngồi cùng cha bên hiên nhà chiều hè,mấy chưa hiên chiều hè
2.0,cảm ơn bạn đã chia sẻ,cảm ơn
2.0,mỗi mùa giỗ đến lòng tôi lại trống trải,mùa giỗ trống trải
2.0,tôi phải giấu nước mắt mỗi ngày,giấu mắt
0.0,cảm ơn tác giả biết ơn kênh tĩnh tâm đã chia sẻ những câu nói bất hủ đáng để suy ngẫm học tập cả đời chúc ai nghe được video này luôn được bình an và hạnh phúc,cảm ơn tác giả ơn kênh tĩnh tâm câu bất hủ suy ngẫm học tập đời chúc video bình an hạnh phúc
0.0,kênh fbnc là kênh thân phương tây dùng từ đúng phony cách thân phương tây đưa tin không phải trung lập,kênh fbnc kênh thân phương tây phony thân phương tây trung lập
0.0,sợ quá đi thôi,sợ đi
0.0,gấu làm ví dụ hay,gấu ví dụ hay
0.0,rắn hổ hành đó bà nội,rắn hổ hành nội
0.0,toàn tụi mẹ lo quay phim rồi live đua lên mạng hong hớt,toàn tụi mẹ lo phim live đua mạng hong hớt
0.0,tuổi thơ,thơ
0.0,tui đơn phương người yêu cũ thì sao ạ,tui đơn phương yêu cũ sao
0.0,tuy không sợ nhưng mà nó kiur là hồi hộp vãi chưởng,sợ kiur hồi hộp vãi chưởng
0.0,sát thương vật lý thì không có nhưng nó mang lại tính sỉ nhục rất cao kkk,sát thương vật lý sỉ nhục kkk
0.0,world cup u mỗi năm sẽ được tổ chức ở kata cho đến hết năm,world cup u tổ chức kata
0.0,cười tươi lên đi,cười tươi đi
0.0,bà nội tôi mất lúc tôi còn chx sinh,nội mất chx sinh
0.0,mình cũng định đi sapa nhưng không biết tháng nào thời tiết đẹp nhỉ bạn tư vấn dùm mình với hihi,định đi sapa thời tiết đẹp tư vấn dùm hihi
0.0,em rất biết ơn đã xem được clip này anh đúng lúc lúc này em cảm thấy rất vô định khi đạt được những thành công nhỏ nhưng chính vì đó mà càng gây bản thân nhiều áp lực hơn cứ thế ngày càng trốn tránh những cảm xúc của mình mà làm những chuyện ngày càng nông nổi hơn bình thường cũng nhờ những trải nghiệm đó những áp lực đó những nỗi ất ước không nói lên lời khi nghĩ tới thời gian ngay cả những món quà những lời cảm ơn ngày càng khó nói và cũng từ những thông thiệp tuyệt vời anh muốn truyền tải mà em đang đặt bản thân vào cái đà quỹ đạo mà em hướng tới em nghĩ rằng cái khó khăn nhất áp lực nhất của một người không phải là áp lực từ xã hội gia đình tiền bạc mà là từ những định kiến những điều mình khiến nó quá quan trọng bản thân mình cuộc sống mà cứ bước tiếp khi vượt qua nó thì nó cũng chỉ là một câu chuyện hùng vĩ trên cuộc đời bản thân mình mà thôi,ơn clip vô định thành công áp lực trốn cảm xúc nông nổi bình trải nghiệm áp lực nỗi ất ước món quà cảm ơn thông thiệp tuyệt vời truyền tải đà quỹ đạo hướng khăn áp lực áp lực xã hội gia đình tiền bạc định kiến sống tiếp câu hùng vĩ đời
