label,comment,tokens
0.0,dự hoặc cho dê an và kiểu gì cũng có kotex cho mà xem,dự hoặc cho dê_an và kiểu gì cũng có kotex cho mà xem
0.0,toi bị bame bat phai nghi hoc va cung cam chẳng hiểu sao với bb cung hog cho toi ii doi cả suot ngay toi chi o nha tiet giong nhu tram cam,toi bị bame bat phai_nghi hoc va cung_cam chẳng hiểu sao với bb cung_hog cho toi ii doi cả suot ngay toi chi o nha tiet giong nhu_tram cam
0.0,ổng ra bài năm rùiii đó tr mà giờ mới qua xem không lướt tiktok thấy live anh độ là không nhớ tới luôn trùi ui,ổng ra bài năm rùiii đó tr mà giờ mới qua xem không lướt tiktok thấy live anh độ là không nhớ tới luôn trùi ui
0.0,đề nghị anh ra p ạ need u,đề_nghị anh ra p ạ need_u
0.0,em mới thi kì môn toán và môn tiếng việt em được chữ đđ,em mới thi_kì môn_toán và môn tiếng việt em được chữ đđ
0.0,người gõ cứa chính là luật sư vì me chet rồi anh y ta thì đang nằm điều trị tất cả kẻ ac tham làm đều chet rôi,người gõ cứa chính là luật_sư vì me chet rồi anh y ta thì đang nằm điều_trị tất_cả kẻ ac tham_làm đều chet rôi
0.0,nhà tôi tầng,nhà tôi tầng
0.0,làm ơn bảo vệ nhìn thôi còn bắt cướp để công an đi lương không nhiêu liều mạng làm gì,làm ơn bảo_vệ nhìn thôi còn bắt cướp để công_an đi lương không nhiêu liều_mạng làm gì
0.0,tiết th ai giống tui không là kiểu nghĩ đưa cho thầy giáo ấy,tiết th ai giống tui không là kiểu nghĩ đưa cho thầy_giáo ấy
0.0,bai hoc theo thang nhan vat chinh,bai hoc theo thang nhan_vat chinh
0.0,thiệt tình yêu không thể tồn tại mãi mãi được,thiệt_tình_yêu không_thể tồn_tại mãi_mãi được
0.0,tạm biệt lo lắng sợ hãibớt mong cầu bớt tránh nécó kinh nghiệm đối ứng có trí tuệtự tin có sức chịu đựnghài lòng với những gì đang có,tạm_biệt lo_lắng sợ hãibớt mong cầu bớt tránh nécó kinh_nghiệm đối_ứng có_trí tuệtự tin có sức chịu đựnghài_lòng với những gì đang có
0.0,các bạn ơi cho mình hỏi video đơn giản hoá giải phóng miền nam ở đâu vậy,các bạn ơi cho mình hỏi video đơn_giản hóa giải_phóng miền nam ở đâu vậy
0.0,anh ơi anh phân tích về một sinh vật tên là the war in the word,anh ơi anh phân_tích về một sinh_vật tên là the war in the word
0.0,bọn uc cứ chơi vô khu dân cư ở nga thì nga không biết chơi lại hay sao bọn khủng bố phát xít uc giờ trách gì ai thắng hề với cái chính quyền uc chưa chết thì còn nhiều người dân phải chết vì chúng,bọn uc cứ chơi vô khu dân_cư ở nga thì nga không biết chơi lại hay sao bọn khủng_bố phát_xít uc giờ_trách gì ai thắng hề với cái chính_quyền uc chưa chết thì còn nhiều người_dân phải chết vì chúng
0.0,coi gấu hoài mà nhận ra chưa đăng ký,coi gấu hoài mà nhận ra chưa đăng_ký
0.0,em đang bị rối loạn lo âu không thoát ra được giờ đau dạ dày quá không biết phải làm sao bs ạ,em đang bị rối_loạn lo_âu không thoát ra được giờ đau_dạ_dày quá không biết phải làm_sao bs ạ
0.0,nhằm logo đh hùng vương tphcm với ảnh đh hùng vương phú học rồi admin ơi,nhằm logo đh hùng vương_tphcm với ảnh đh_hùng vương_phú_học rồi admin ơi
0.0,ngày xưa em học trường yên hoà đó,ngày_xưa em học trường yên_hòa đó
0.0,nếu như là trẻ không nhà thì nên đưa vào những mái ấm để tụi nhỏ được đi học,nếu_như là trẻ không nhà thì nên đưa vào những mái ấm để tụi nhỏ được đi học
0.0,quá hay luôn datka,quá hay luôn datka
0.0,có phần hai không,có phần hai không
0.0,đăng dành mục hàng giả cho bà con biết,đăng dành mục hàng giả cho bà_con biết
0.0,tui chờ mãi,tui chờ mãi
0.0,nam mô anh di đà phật nam mô anh di đà phật nam mô anh di đà phật,nam mô anh di_đà phật nam mô anh di_đà phật nam mô anh di_đà phật
0.0,sigmaboy tao xuống đánh nhau với ma luôn,sigmaboy tao xuống đánh nhau với ma luôn
0.0,ủa sao truyện đầu nửa vời vậy,ủa sao truyện_đầu nửa_vời vậy
0.0,ngay những ngày cuối năm bế tắc không lối thoát chồng bị người ta hại vướng vào lao lý con bệnh tật vợ thì bị người ta lừa hết sạch đồng tiền cuối cùng phải làm sao đây bắt đầu như thế nào ai có thế giúp tôi chỉ cho tôi biết việc đầu tiên tôi phải làm gì không,ngay những ngày cuối năm bế_tắc không lối_thoát chồng bị người ta hại vướng vào lao_lý con_bệnh_tật vợ thì bị người ta lừa hết sạch đồng_tiền cuối_cùng phải làm_sao đây bắt_đầu như_thế_nào ai có thế giúp tôi chỉ cho tôi biết việc đầu_tiên tôi phải làm gì không
0.0,mình tuổi ra trường được nửa năm đi làm được năm nhưng công việc vẫn chưa ổn định không biết bản thân muốn gì thật sự thích cái gì cứ cố loay hoay trong mới bồng bông áp lực vì hoàn cảnh gia đình không được khá giả không có hậu thuẫn tài chính còn có đứa em gái đang học tiểu học vừa chia tay bạn trai năm mình đã cố gắng không để bản thân rảnh quá nhiều bằng cách tập gym chơi cầu lông hoặc bơi mặc dù công việc không mấy khả quan với những đồng lương ít ỏi nhưng mình cố gắng đi làm về xong ăn nhẹ rồi đi tập tự nấu ăn đem theo đi làm cuối tuần sẽ đi bơi hoặc đánh cầu chỉ có chơi thể thao và bận rộn như vậy mới cho mình cảm giác bản thân không vô dụng hy vọng năm sau mình sẽ quay lại với công việc tốt hơn biết được bản thân thích cái gì và mạnh mẽ hơn bây giờ nhé tôi ơi,mình tuổi ra trường được nửa năm đi làm được năm nhưng công_việc vẫn chưa ổn_định không biết bản_thân muốn gì thật_sự thích cái gì cứ cố loay_hoay trong mới bồng_bông áp_lực vì hoàn_cảnh gia_đình không được khá_giả không có hậu_thuẫn tài_chính còn có đứa em_gái đang học tiểu_học vừa chia_tay bạn trai năm mình đã cố_gắng không để bản_thân rảnh quá nhiều bằng cách tập gym chơi cầu_lông hoặc bơi mặc_dù công_việc không mấy khả_quan với những đồng_lương ít_ỏi nhưng mình cố_gắng đi làm về xong ăn nhẹ rồi đi tập tự nấu_ăn đem theo đi làm cuối tuần sẽ đi bơi hoặc đánh cầu chỉ có chơi thể_thao và bận_rộn như_vậy mới cho mình cảm_giác bản_thân không vô_dụng hy_vọng năm sau mình sẽ quay lại với công_việc tốt hơn biết được bản_thân_thích cái gì và mạnh_mẽ hơn bây_giờ nhé tôi ơi
0.0,điểm nóng thủ tướng phát tín hiệu nóng việt nam nhận vé vàng đặc biệt ông lớn sẵn sàng,điểm_nóng thủ_tướng phát tín_hiệu nóng việt_nam nhận vé vàng đặc_biệt ông lớn sẵn_sàng
0.0,sao không làm thêm xe phòng ăn riêng nối vào,sao không làm thêm xe phòng ăn riêng nối vào
0.0,sao dtw nào cũng có bản gốc kinh dị v,sao dtw nào cũng có bản_gốc kinh_dị v
0.0,vui thì vui thật nhưng tui thấy có người đi xe không đội mũ bảo hiểm đã vầy còn chất nữa chứ,vui thì vui thật nhưng tui thấy có người đi xe không đội mũ_bảo_hiểm đã vầy còn chất nữa chứ
0.0,t có trong đó nè,t có trong đó nè
0.0,tốt nhất tránh xa trung quốc càng sớm càng tốt nếu còn chơi với trung quốc luôn luôn phải lo đối phó không có thì chết vì họ rất độc ác,tốt nhất tránh xa trung_quốc càng sớm càng tốt nếu còn chơi với trung_quốc luôn_luôn phải lo đối_phó không có thì chết vì họ rất độc_ác
0.0,nghe mà thấm từng câu từng chữ,nghe mà thấm từng câu từng chữ
0.0,anh làm về trường sĩ quan lục quân đi,anh làm về trường sĩ_quan lục_quân đi
0.0,toi muốn nghe sự kết hợp giữa datkaa và kicm huhuuhu,toi muốn nghe sự kết_hợp giữa datkaa và kicm huhuuhu
0.0,nghe mà tui muốn khóc luôn,nghe mà tui muốn khóc luôn
0.0,biết viết welcome đúng chính tả dí ác,biết viết welcome đúng chính_tả dí ác
0.0,câu mong chờ bé màu khỏe mạnh,câu mong_chờ bé màu khỏe mạnh
0.0,mình có đánh ngen là đánh luôn người nha tại người qua lợi mới vậy,mình có đánh ngen là đánh luôn người nha tại người qua_lợi mới vậy
0.0,hoang mang,hoang_mang
0.0,cấm chỉ khòng cho xi jinping bình đẳng với mỹ xi chỉ đáng làm đầy tớ cho mỹ mốt ten đầy tớ lao động rẻ mạt,cấm chỉ khòng cho xi_jinping bình_đẳng với mỹ_xi chỉ đáng làm đầy tớ cho mỹ_mốt ten đầy tớ lao_động rẻ_mạt
0.0,trường học thân thiện ghê,trường_học thân_thiện ghê
0.0,cứ dịp nào xem hải sapa lại mập thêm mấy chục kg ngày xưa giờ kg rồi,cứ dịp nào xem hải_sapa lại mập thêm mấy chục kg ngày_xưa giờ kg rồi
0.0,thươ người thi như người khi tôi không biê t pha i la m ca i gi tôi chơ t nhâ n ra sau nga y lông bông la bơ i tôi không muô n la m gi ca co n go i la lươ i anh thâ t ra nê u muô n tôi co thê liê t kê ra giâ y ca đô người thư trong hiê n ta i tôi co thê la m được nhưng ma kêu bă t tay va o la m đi thi cha n lă m va thê la lươ t facebook ca nga y hê t phim,thươ người thi như người khi tôi không biê_t pha i la m ca i gi tôi chơ t nhâ n ra sau nga y_lông bông_la bơ i tôi không muô n la m gi_ca co_n go i_la lươ i anh thâ t ra nê_u muô n tôi co thê_liê t kê ra giâ y_ca đô người thư trong hiê n ta i tôi co_thê la m được nhưng ma kêu bă t tay va_o la m đi thi cha n lă m va thê_la lươ t facebook ca nga y_hê t phim
0.0,lý do khởi tố bắt tạm giam cựu bộ trưởng chủ nhiệm văn phòng chính phủ mai tiến dũng,lý_do khởi_tố bắt tạm giam cựu bộ_trưởng chủ_nhiệm văn_phòng chính_phủ mai_tiến dũng
0.0,phô ngươ i hoa không đô i trơ i chung,phô ngươ i hoa không đô i trơ i chung
0.0,admin ra các bộ kỹ đi admin,admin ra các bộ kỹ đi admin
0.0,thấy bình thường,thấy bình_thường
0.0,tiền để làm gì chết không mang theo được,tiền để làm gì chết không mang theo được
0.0,hay mà kinh dị quá,hay mà kinh_dị quá
0.0,khách mời mc dễ thương vui nhưng phần hình ảnh đồ ăn hơi ít,khách mời mc dễ_thương vui nhưng phần hình_ảnh đồ_ăn hơi ít
0.0,tuyển việt nam chỉ hợp với hlv hàn chứ không hợp pháp kakakak,tuyển việt_nam chỉ hợp với hlv hàn chứ không hợp_pháp kakakak
0.0,mẹ tiêu để một đường nội dung một nẻo,mẹ tiêu để một đường nội_dung một nẻo
0.0,công nghệ là ứng dụng phát minh,công_nghệ là ứng_dụng phát_minh
0.0,chắc vì cô vít lên xh nhiều kẻ mắc bệnh chó điên này vây thang này cũng như chó điên rồi,chắc vì cô vít lên xh nhiều kẻ mắc bệnh chó điên này vây_thang này cũng như chó điên rồi
0.0,trung quoc noi lao ban khong nen quang ba cho ho dai nay cua trung quốc khong nen xem,trung_quoc noi lao ban khong nen_quang ba cho ho dai_nay cua trung_quốc khong nen xem
0.0,ông này lấy ảnh đại học hùng vương ở phú thọ nói đh hùng vương tp hồ chí minh,ông này lấy ảnh đại_học hùng_vương ở phú_thọ nói đh hùng_vương tp hồ chí_minh
0.0,sao không nói tới mit nhỉ,sao không nói tới mit nhỉ
0.0,chị la lạc điềm,chị la_lạc điềm
0.0,hâhhahah,hâhhahah
0.0,cái này tui được học từ hơn năm trước trong chương trình homeschooling,cái này tui được học từ hơn năm trước trong chương_trình homeschooling
0.0,cùng việt nam nhưng nghe giọng cách nói người khác vùng miền thì nó hơi khó nghe,cùng việt_nam nhưng nghe giọng cách nói người khác vùng_miền thì nó hơi khó nghe
0.0,skkddkksldkkdlwkksksksk,skkddkksldkkdlwkksksksk
0.0,ex hình ảnh về tình hình là mình có đỡ cho,ex hình_ảnh về tình_hình là mình có đỡ cho
0.0,n de cy rut u ra gi du vi o jd re ngon v tht hat hat,n de cy rut_u ra gi du_vi_o jd re ngon v tht hat hat
0.0,loan lê,loan lê
0.0,tui thù vả nó luôn,tui thù_vả nó luôn
0.0,lên xem từ miền bắc rồi sang miền nam rồi lại qua miền trung rồi lại nhảy sang miền bắc hóng đầu ví dụ đến cuối ví dụ không thấy trường mình đâu đại học văn hóa hà nội hucccccccccccccc,lên xem từ miền bắc rồi sang miền nam rồi lại qua miền trung rồi lại nhảy sang miền bắc hóng đầu ví_dụ đến cuối ví_dụ không thấy trường mình đâu đại_học văn_hóa hà_nội hucccccccccccccc
